Sample,samp_date,E.O,Block,Species,Length,Weight,N
PAP20200910-05,10.09.2020,Edge,3,Bairdiella chrysoura,65,2.9,1
PAP20200910-08,10.09.2020,Off,4,Bairdiella chrysoura,70,4,1
PAP20200910-08,10.09.2020,Off,4,Bairdiella chrysoura,59,2.4,1
PAP20200910-08,10.09.2020,Off,4,Bairdiella chrysoura,44,1.1,1
PAP20200910-08,10.09.2020,Off,4,Bairdiella chrysoura,52,1.4,1
PAP20200910-08,10.09.2020,Off,4,Bairdiella chrysoura,78,5.9,1
PAP20200910-08,10.09.2020,Off,4,Bairdiella chrysoura,57,2,1
PAP20200910-08,10.09.2020,Off,4,Bairdiella chrysoura,40,0.7,1
PAP20200910-08,10.09.2020,Off,4,Bairdiella chrysoura,42,0.8,1
PAP20200910-08,10.09.2020,Off,4,Bairdiella chrysoura,43,1,1
PAP20200910-08,10.09.2020,Off,4,Bairdiella chrysoura,57,2,1
PAP20200910-08,10.09.2020,Off,4,Bairdiella chrysoura,67,3.4,1
PAP20200910-08,10.09.2020,Off,4,Bairdiella chrysoura,43,0.9,1
PAP20200910-08,10.09.2020,Off,4,Bairdiella chrysoura,48,1.3,1
PAP20200910-08,10.09.2020,Off,4,Bairdiella chrysoura,50,1.4,1
PAP20200910-08,10.09.2020,Off,4,Bairdiella chrysoura,39,0.8,1
PAP20200910-10,10.09.2020,Off,5,Bairdiella chrysoura,53,1.7,1
PAP20200925-03,25.09.2020,Edge,2,Bairdiella chrysoura,69,3.4,1
PAP20200925-03,25.09.2020,Edge,2,Bairdiella chrysoura,64,3.2,1
PAP20200925-03,25.09.2020,Edge,2,Bairdiella chrysoura,47,1.1,1
PAP20200925-03,25.09.2020,Edge,2,Bairdiella chrysoura,54,1.8,1
PAP20200925-03,25.09.2020,Edge,2,Bairdiella chrysoura,71,3.9,1
PAP20200925-03,25.09.2020,Edge,2,Bairdiella chrysoura,70,3.8,1
PAP20200925-03,25.09.2020,Edge,2,Bairdiella chrysoura,70,4,1
PAP20200925-03,25.09.2020,Edge,2,Bairdiella chrysoura,75,4.1,1
PAP20200925-03,25.09.2020,Edge,2,Bairdiella chrysoura,67,3.3,1
PAP20200925-03,25.09.2020,Edge,2,Bairdiella chrysoura,55,1.9,1
PAP20200925-03,25.09.2020,Edge,2,Bairdiella chrysoura,45,1.1,1
PAP20200925-03,25.09.2020,Edge,2,Bairdiella chrysoura,57,2.1,1
PAP20200925-03,25.09.2020,Edge,2,Bairdiella chrysoura,40,0.7,1
PAP20200925-03,25.09.2020,Edge,2,Bairdiella chrysoura,58,2.1,1
PAP20200925-03,25.09.2020,Edge,2,Bairdiella chrysoura,45,1,1
PAP20200925-03,25.09.2020,Edge,2,Bairdiella chrysoura,47,1.1,1
PAP20200925-05,25.09.2020,Edge,3,Bairdiella chrysoura,81,5.6,1
PAP20200925-05,25.09.2020,Edge,3,Bairdiella chrysoura,75,4.5,1
PAP20200925-05,25.09.2020,Edge,3,Bairdiella chrysoura,74,4.4,1
PAP20200925-05,25.09.2020,Edge,3,Bairdiella chrysoura,51,1.4,1
PAP20200925-05,25.09.2020,Edge,3,Bairdiella chrysoura,64,2.7,1
PAP20200925-05,25.09.2020,Edge,3,Bairdiella chrysoura,36,0.5,1
PAP20200925-05,25.09.2020,Edge,3,Bairdiella chrysoura,65,2.9,1
PAP20200925-05,25.09.2020,Edge,3,Bairdiella chrysoura,76,4.2,1
PAP20200925-05,25.09.2020,Edge,3,Bairdiella chrysoura,71,3.6,1
PAP20200925-05,25.09.2020,Edge,3,Bairdiella chrysoura,45,0.9,1
PAP20200925-05,25.09.2020,Edge,3,Bairdiella chrysoura,73,4.1,1
PAP20200925-05,25.09.2020,Edge,3,Bairdiella chrysoura,48,1.2,1
PAP20200925-05,25.09.2020,Edge,3,Bairdiella chrysoura,47,1.1,1
PAP20200925-05,25.09.2020,Edge,3,Bairdiella chrysoura,69,3.3,1
PAP20200925-05,25.09.2020,Edge,3,Bairdiella chrysoura,56,1.8,1
PAP20200925-05,25.09.2020,Edge,3,Bairdiella chrysoura,64,2.8,1
PAP20200925-05,25.09.2020,Edge,3,Bairdiella chrysoura,66,2.8,1
PAP20200925-05,25.09.2020,Edge,3,Bairdiella chrysoura,55,1.9,1
PAP20200925-05,25.09.2020,Edge,3,Bairdiella chrysoura,39,0.6,1
PAP20200925-05,25.09.2020,Edge,3,Bairdiella chrysoura,55,2,1
PAP20200925-05,25.09.2020,Edge,3,Bairdiella chrysoura,,,31
PAP20200925-06,25.09.2020,Off,3,Bairdiella chrysoura,76,5.1,1
PAP20200925-08,25.09.2020,Off,4,Bairdiella chrysoura,78,46,1
PAP20200925-09,25.09.2020,Edge,5,Bairdiella chrysoura,66,2.9,1
PAP20200925-09,25.09.2020,Edge,5,Bairdiella chrysoura,62,2.3,1
PAP20200925-09,25.09.2020,Edge,5,Bairdiella chrysoura,60,2.2,1
PAP20200925-09,25.09.2020,Edge,5,Bairdiella chrysoura,48,1.2,1
PAP20200925-09,25.09.2020,Edge,5,Bairdiella chrysoura,49,1.4,1
PAP20200925-10,25.09.2020,Off,5,Bairdiella chrysoura,47,1,1
PAP20200925-10,25.09.2020,Off,5,Bairdiella chrysoura,42,0.8,1
PAP20200925-10,25.09.2020,Off,5,Bairdiella chrysoura,58,2.2,1
PAP20200925-10,25.09.2020,Off,5,Bairdiella chrysoura,49,1.2,1
PAP20200930-03,30.09.2020,Edge,2,Bairdiella chrysoura,73,4.8,1
PAP20200930-03,30.09.2020,Edge,2,Bairdiella chrysoura,57,2.2,1
PAP20200930-03,30.09.2020,Edge,2,Bairdiella chrysoura,46,1.1,1
PAP20200930-03,30.09.2020,Edge,2,Bairdiella chrysoura,66,3.6,1
PAP20200930-05,30.09.2020,Edge,3,Bairdiella chrysoura,67,3,1
PAP20200930-05,30.09.2020,Edge,3,Bairdiella chrysoura,79,5.4,1
PAP20200930-05,30.09.2020,Edge,3,Bairdiella chrysoura,55,1.9,1
PAP20200930-05,30.09.2020,Edge,3,Bairdiella chrysoura,44,0.9,1
PAP20200930-05,30.09.2020,Edge,3,Bairdiella chrysoura,40,0.7,1
PAP20200930-08,30.09.2020,Off,4,Bairdiella chrysoura,47,1.4,1
PAP20200930-08,30.09.2020,Off,4,Bairdiella chrysoura,67,3.4,1
PAP20200930-08,30.09.2020,Off,4,Bairdiella chrysoura,44,1,1
PAP20200930-08,30.09.2020,Off,4,Bairdiella chrysoura,64,2.9,1
PAP20200930-08,30.09.2020,Off,4,Bairdiella chrysoura,47,1.4,1
PAP20200930-08,30.09.2020,Off,4,Bairdiella chrysoura,56,2,1
PAP20200930-08,30.09.2020,Off,4,Bairdiella chrysoura,93,8.7,1
PAP20200930-08,30.09.2020,Off,4,Bairdiella chrysoura,55,1.9,1
PAP20200930-08,30.09.2020,Off,4,Bairdiella chrysoura,82,6.1,1
PAP20200930-08,30.09.2020,Off,4,Bairdiella chrysoura,62,2.7,1
PAP20200930-08,30.09.2020,Off,4,Bairdiella chrysoura,53,1.6,1
PAP20201007-03,07.10.2020,Edge,2,Bairdiella chrysoura,87,6.7,1
PAP20201007-03,07.10.2020,Edge,2,Bairdiella chrysoura,48,1.3,1
PAP20201007-03,07.10.2020,Edge,2,Bairdiella chrysoura,71,3.8,1
PAP20201007-03,07.10.2020,Edge,2,Bairdiella chrysoura,80,5.7,1
PAP20201007-03,07.10.2020,Edge,2,Bairdiella chrysoura,79,5.4,1
PAP20201007-03,07.10.2020,Edge,2,Bairdiella chrysoura,92,8.6,1
PAP20201007-03,07.10.2020,Edge,2,Bairdiella chrysoura,79,5.2,1
PAP20201007-03,07.10.2020,Edge,2,Bairdiella chrysoura,81,6.5,1
PAP20201007-03,07.10.2020,Edge,2,Bairdiella chrysoura,77,5.2,1
PAP20201007-03,07.10.2020,Edge,2,Bairdiella chrysoura,70,3.8,1
PAP20201007-03,07.10.2020,Edge,2,Bairdiella chrysoura,72,4,1
PAP20201007-03,07.10.2020,Edge,2,Bairdiella chrysoura,75,4.6,1
PAP20201007-03,07.10.2020,Edge,2,Bairdiella chrysoura,62,2.7,1
PAP20201007-03,07.10.2020,Edge,2,Bairdiella chrysoura,83,6.3,1
PAP20201007-03,07.10.2020,Edge,2,Bairdiella chrysoura,87,7.5,1
PAP20201007-03,07.10.2020,Edge,2,Bairdiella chrysoura,79,5.5,1
PAP20201007-03,07.10.2020,Edge,2,Bairdiella chrysoura,78,5.3,1
PAP20201007-03,07.10.2020,Edge,2,Bairdiella chrysoura,71,3.7,1
PAP20201007-03,07.10.2020,Edge,2,Bairdiella chrysoura,64,2.7,1
PAP20201007-03,07.10.2020,Edge,2,Bairdiella chrysoura,72,4.1,1
PAP20201007-03,07.10.2020,Edge,2,Bairdiella chrysoura,,,4
PAP20201007-05,07.10.2020,Edge,3,Bairdiella chrysoura,52,1.6,1
PAP20201007-08,07.10.2020,Off,4,Bairdiella chrysoura,68,3.3,1
PAP20201007-08,07.10.2020,Off,4,Bairdiella chrysoura,66,3.2,1
PAP20201007-08,07.10.2020,Off,4,Bairdiella chrysoura,74,4.5,1
PAP20201007-08,07.10.2020,Off,4,Bairdiella chrysoura,75,4.4,1
PAP20201007-08,07.10.2020,Off,4,Bairdiella chrysoura,48,1.3,1
PAP20201007-08,07.10.2020,Off,4,Bairdiella chrysoura,42,0.7,1
PAP20201007-08,07.10.2020,Off,4,Bairdiella chrysoura,78,5.1,1
PAP20201007-08,07.10.2020,Off,4,Bairdiella chrysoura,60,2.5,1
PAP20201007-08,07.10.2020,Off,4,Bairdiella chrysoura,75,4.5,1
PAP20201007-08,07.10.2020,Off,4,Bairdiella chrysoura,53,1.7,1
PAP20201007-08,07.10.2020,Off,4,Bairdiella chrysoura,64,3.1,1
PAP20201007-08,07.10.2020,Off,4,Bairdiella chrysoura,75,4.8,1
PAP20201007-08,07.10.2020,Off,4,Bairdiella chrysoura,65,3.3,1
PAP20201007-08,07.10.2020,Off,4,Bairdiella chrysoura,60,2.4,1
PAP20201007-08,07.10.2020,Off,4,Bairdiella chrysoura,55,2,1
PAP20201007-08,07.10.2020,Off,4,Bairdiella chrysoura,70,4,1
PAP20201007-08,07.10.2020,Off,4,Bairdiella chrysoura,76,4.9,1
PAP20201007-08,07.10.2020,Off,4,Bairdiella chrysoura,57,2.1,1
PAP20201015-01,15.10.2020,Edge,1,Bairdiella chrysoura,85,7.5,1
PAP20201015-05,15.10.2020,Edge,3,Bairdiella chrysoura,84,6.1,1
PAP20201015-05,15.10.2020,Edge,3,Bairdiella chrysoura,85,6,1
PAP20201015-05,15.10.2020,Edge,3,Bairdiella chrysoura,78,5.8,1
PAP20201015-05,15.10.2020,Edge,3,Bairdiella chrysoura,71,3.7,1
PAP20201015-05,15.10.2020,Edge,3,Bairdiella chrysoura,77,4.8,1
PAP20201015-05,15.10.2020,Edge,3,Bairdiella chrysoura,82,5.6,1
PAP20201015-05,15.10.2020,Edge,3,Bairdiella chrysoura,63,2.7,1
PAP20201015-08,15.10.2020,Off,4,Bairdiella chrysoura,62,3.2,1
PAP20201015-08,15.10.2020,Off,4,Bairdiella chrysoura,57,2.6,1
PAP20201015-08,15.10.2020,Off,4,Bairdiella chrysoura,61,2.8,1
PAP20201015-08,15.10.2020,Off,4,Bairdiella chrysoura,60,2.6,1
PAP20201015-08,15.10.2020,Off,4,Bairdiella chrysoura,63,2.7,1
PAP20201020-03,20.10.2020,Edge,2,Bairdiella chrysoura,67,3.3,1
PAP20201020-03,20.10.2020,Edge,2,Bairdiella chrysoura,61,2.5,1
PAP20201020-10,20.10.2020,Off,5,Bairdiella chrysoura,71,4.1,1
PAP20201112-10,12.11.2020,Off,5,Bairdiella chrysoura,80,6,1
