Sample,samp_date,E.O,Block,Species,Length,Weight,N
PAP20200814-03,14.08.2020,Edge,2,Litopenaeus setiferus,12,1.2,1
PAP20200814-03,14.08.2020,Edge,2,Litopenaeus setiferus,12,1.4,1
PAP20200814-03,14.08.2020,Edge,2,Litopenaeus setiferus,15,2.6,1
PAP20200814-03,14.08.2020,Edge,2,Litopenaeus setiferus,9,0.4,1
PAP20200814-03,14.08.2020,Edge,2,Litopenaeus setiferus,12,1.5,1
PAP20200814-03,14.08.2020,Edge,2,Litopenaeus setiferus,12,1.5,1
PAP20200814-03,14.08.2020,Edge,2,Litopenaeus setiferus,10,0.7,1
PAP20200814-03,14.08.2020,Edge,2,Litopenaeus setiferus,14,1.8,1
PAP20200814-03,14.08.2020,Edge,2,Litopenaeus setiferus,10,0.7,1
PAP20200814-03,14.08.2020,Edge,2,Litopenaeus setiferus,8,0.5,1
PAP20200814-03,14.08.2020,Edge,2,Litopenaeus setiferus,12,1.1,1
PAP20200814-04,14.08.2020,Off,2,Litopenaeus setiferus,15,2.2,1
PAP20200814-04,14.08.2020,Off,2,Litopenaeus setiferus,14,2,1
PAP20200814-04,14.08.2020,Off,2,Litopenaeus setiferus,15,2,1
PAP20200814-04,14.08.2020,Off,2,Litopenaeus setiferus,13,2.1,1
PAP20200814-04,14.08.2020,Off,2,Litopenaeus setiferus,13,2,1
PAP20200814-04,14.08.2020,Off,2,Litopenaeus setiferus,8,0.4,1
PAP20200814-04,14.08.2020,Off,2,Litopenaeus setiferus,16,3.3,1
PAP20200814-04,14.08.2020,Off,2,Litopenaeus setiferus,7,0.4,1
PAP20200814-04,14.08.2020,Off,2,Litopenaeus setiferus,6,0.6,1
PAP20200814-04,14.08.2020,Off,2,Litopenaeus setiferus,8,0.4,1
PAP20200814-04,14.08.2020,Off,2,Litopenaeus setiferus,14,2.3,1
PAP20200814-04,14.08.2020,Off,2,Litopenaeus setiferus,7,0.8,1
PAP20200814-04,14.08.2020,Off,2,Litopenaeus setiferus,8,0.5,1
PAP20200814-04,14.08.2020,Off,2,Litopenaeus setiferus,7,0.4,1
PAP20200814-05,14.08.2020,Edge,3,Litopenaeus setiferus,16,4.3,1
PAP20200814-05,14.08.2020,Edge,3,Litopenaeus setiferus,16,2.6,1
PAP20200814-06,14.08.2020,Off,3,Litopenaeus setiferus,17,2.6,1
PAP20200814-06,14.08.2020,Off,3,Litopenaeus setiferus,12,2,1
PAP20200814-06,14.08.2020,Off,3,Litopenaeus setiferus,13,1.8,1
PAP20200814-06,14.08.2020,Off,3,Litopenaeus setiferus,14,2.1,1
PAP20200814-06,14.08.2020,Off,3,Litopenaeus setiferus,17,4.3,1
PAP20200814-06,14.08.2020,Off,3,Litopenaeus setiferus,13,2.1,1
PAP20200814-06,14.08.2020,Off,3,Litopenaeus setiferus,15,3.2,1
PAP20200814-06,14.08.2020,Off,3,Litopenaeus setiferus,14,2.5,1
PAP20200814-06,14.08.2020,Off,3,Litopenaeus setiferus,17,3.6,1
PAP20200814-06,14.08.2020,Off,3,Litopenaeus setiferus,13,2.2,1
PAP20200814-06,14.08.2020,Off,3,Litopenaeus setiferus,16,3.6,1
PAP20200814-06,14.08.2020,Off,3,Litopenaeus setiferus,11,0.9,1
PAP20200814-06,14.08.2020,Off,3,Litopenaeus setiferus,14,2.1,1
PAP20200814-06,14.08.2020,Off,3,Litopenaeus setiferus,16,2.7,1
PAP20200814-06,14.08.2020,Off,3,Litopenaeus setiferus,11,1.3,1
PAP20200814-06,14.08.2020,Off,3,Litopenaeus setiferus,7,0.9,1
PAP20200814-06,14.08.2020,Off,3,Litopenaeus setiferus,13,1.9,1
PAP20200814-06,14.08.2020,Off,3,Litopenaeus setiferus,16,2.5,1
PAP20200814-06,14.08.2020,Off,3,Litopenaeus setiferus,11,1.1,1
PAP20200814-06,14.08.2020,Off,3,Litopenaeus setiferus,11,1.3,1
PAP20200814-07,14.08.2020,Edge,4,Litopenaeus setiferus,21,6.1,1
PAP20200814-07,14.08.2020,Edge,4,Litopenaeus setiferus,15,2.5,1
PAP20200814-07,14.08.2020,Edge,4,Litopenaeus setiferus,15,2.3,1
PAP20200814-07,14.08.2020,Edge,4,Litopenaeus setiferus,18,3.5,1
PAP20200814-07,14.08.2020,Edge,4,Litopenaeus setiferus,17,3.4,1
PAP20200814-07,14.08.2020,Edge,4,Litopenaeus setiferus,16,1.7,1
PAP20200814-07,14.08.2020,Edge,4,Litopenaeus setiferus,10,0.6,1
PAP20200814-07,14.08.2020,Edge,4,Litopenaeus setiferus,12,1.1,1
PAP20200814-07,14.08.2020,Edge,4,Litopenaeus setiferus,12,1,1
PAP20200814-07,14.08.2020,Edge,4,Litopenaeus setiferus,11,0.7,1
PAP20200814-07,14.08.2020,Edge,4,Litopenaeus setiferus,20,4.6,1
PAP20200814-07,14.08.2020,Edge,4,Litopenaeus setiferus,12,1.5,1
PAP20200814-07,14.08.2020,Edge,4,Litopenaeus setiferus,14,1.4,1
PAP20200814-07,14.08.2020,Edge,4,Litopenaeus setiferus,15,3.2,1
PAP20200814-07,14.08.2020,Edge,4,Litopenaeus setiferus,14,2,1
PAP20200814-07,14.08.2020,Edge,4,Litopenaeus setiferus,15,4.1,1
PAP20200814-07,14.08.2020,Edge,4,Litopenaeus setiferus,10,1,1
PAP20200814-07,14.08.2020,Edge,4,Litopenaeus setiferus,9,0.4,1
PAP20200814-07,14.08.2020,Edge,4,Litopenaeus setiferus,10,0.6,1
PAP20200814-07,14.08.2020,Edge,4,Litopenaeus setiferus,10,0.5,1
PAP20200814-08,14.08.2020,Off,4,Litopenaeus setiferus,15,2.4,1
PAP20200814-08,14.08.2020,Off,4,Litopenaeus setiferus,15,3.3,1
PAP20200814-08,14.08.2020,Off,4,Litopenaeus setiferus,19,4.8,1
PAP20200814-08,14.08.2020,Off,4,Litopenaeus setiferus,15,2.7,1
PAP20200814-08,14.08.2020,Off,4,Litopenaeus setiferus,13,2.2,1
PAP20200814-08,14.08.2020,Off,4,Litopenaeus setiferus,14,2.4,1
PAP20200814-08,14.08.2020,Off,4,Litopenaeus setiferus,11,1.3,1
PAP20200814-08,14.08.2020,Off,4,Litopenaeus setiferus,6,0.4,1
PAP20200814-08,14.08.2020,Off,4,Litopenaeus setiferus,13,1.6,1
PAP20200814-08,14.08.2020,Off,4,Litopenaeus setiferus,17,3.6,1
PAP20200814-08,14.08.2020,Off,4,Litopenaeus setiferus,9,0.7,1
PAP20200814-08,14.08.2020,Off,4,Litopenaeus setiferus,9,1.1,1
PAP20200814-08,14.08.2020,Off,4,Litopenaeus setiferus,12,2,1
PAP20200814-08,14.08.2020,Off,4,Litopenaeus setiferus,15,2.2,1
PAP20200814-08,14.08.2020,Off,4,Litopenaeus setiferus,11,1.2,1
PAP20200814-08,14.08.2020,Off,4,Litopenaeus setiferus,8,0.5,1
PAP20200814-08,14.08.2020,Off,4,Litopenaeus setiferus,16,2.5,1
PAP20200814-08,14.08.2020,Off,4,Litopenaeus setiferus,17,3.4,1
PAP20200814-08,14.08.2020,Off,4,Litopenaeus setiferus,17,4.1,1
PAP20200814-08,14.08.2020,Off,4,Litopenaeus setiferus,12,3,1
PAP20200814-09,14.08.2020,Edge,5,Litopenaeus setiferus,9,0.5,1
PAP20200819-03,19.08.2020,Edge,2,Litopenaeus setiferus,9,0.7,1
PAP20200819-03,19.08.2020,Edge,2,Litopenaeus setiferus,10,0.6,1
PAP20200819-03,19.08.2020,Edge,2,Litopenaeus setiferus,7,0.4,1
PAP20200819-03,19.08.2020,Edge,2,Litopenaeus setiferus,11,0.4,1
PAP20200819-03,19.08.2020,Edge,2,Litopenaeus setiferus,9,0.4,1
PAP20200819-04,19.08.2020,Off,2,Litopenaeus setiferus,17,2.3,1
PAP20200819-05,19.08.2020,Edge,3,Litopenaeus setiferus,6,0.2,1
PAP20200819-05,19.08.2020,Edge,3,Litopenaeus setiferus,8,0.4,1
PAP20200819-05,19.08.2020,Edge,3,Litopenaeus setiferus,7,0.7,1
PAP20200819-05,19.08.2020,Edge,3,Litopenaeus setiferus,8,0.4,1
PAP20200819-05,19.08.2020,Edge,3,Litopenaeus setiferus,5,0.2,1
PAP20200819-05,19.08.2020,Edge,3,Litopenaeus setiferus,6,0.2,1
PAP20200819-07,19.08.2020,Edge,4,Litopenaeus setiferus,16,2.9,1
PAP20200819-07,19.08.2020,Edge,4,Litopenaeus setiferus,17,3.1,1
PAP20200819-07,19.08.2020,Edge,4,Litopenaeus setiferus,11,1.2,1
PAP20200819-07,19.08.2020,Edge,4,Litopenaeus setiferus,11,1,1
PAP20200819-07,19.08.2020,Edge,4,Litopenaeus setiferus,9,0.3,1
PAP20200819-07,19.08.2020,Edge,4,Litopenaeus setiferus,9,0.4,1
PAP20200819-07,19.08.2020,Edge,4,Litopenaeus setiferus,7,0.4,1
PAP20200819-07,19.08.2020,Edge,4,Litopenaeus setiferus,12,0.9,1
PAP20200819-07,19.08.2020,Edge,4,Litopenaeus setiferus,10,0.7,1
PAP20200819-07,19.08.2020,Edge,4,Litopenaeus setiferus,9,0.5,1
PAP20200819-07,19.08.2020,Edge,4,Litopenaeus setiferus,7,0.3,1
PAP20200819-07,19.08.2020,Edge,4,Litopenaeus setiferus,14,1.9,1
PAP20200819-07,19.08.2020,Edge,4,Litopenaeus setiferus,7,0.3,1
PAP20200819-07,19.08.2020,Edge,4,Litopenaeus setiferus,19,3.4,1
PAP20200819-07,19.08.2020,Edge,4,Litopenaeus setiferus,9,0.3,1
PAP20200819-07,19.08.2020,Edge,4,Litopenaeus setiferus,6,0.2,1
PAP20200819-07,19.08.2020,Edge,4,Litopenaeus setiferus,11,1.2,1
PAP20200819-07,19.08.2020,Edge,4,Litopenaeus setiferus,13,1.6,1
PAP20200819-07,19.08.2020,Edge,4,Litopenaeus setiferus,6,0.2,1
PAP20200819-07,19.08.2020,Edge,4,Litopenaeus setiferus,9,0.3,1
PAP20200819-08,19.08.2020,Off,4,Litopenaeus setiferus,14,2.2,1
PAP20200819-08,19.08.2020,Off,4,Litopenaeus setiferus,9,0.8,1
PAP20200819-08,19.08.2020,Off,4,Litopenaeus setiferus,6,0.2,1
PAP20200819-09,19.08.2020,Edge,5,Litopenaeus setiferus,11,1,1
PAP20200819-09,19.08.2020,Edge,5,Litopenaeus setiferus,9,0.7,1
PAP20200819-09,19.08.2020,Edge,5,Litopenaeus setiferus,10,0.7,1
PAP20200819-09,19.08.2020,Edge,5,Litopenaeus setiferus,6,0.2,1
PAP20200819-09,19.08.2020,Edge,5,Litopenaeus setiferus,5,0.1,1
PAP20200819-09,19.08.2020,Edge,5,Litopenaeus setiferus,8,0.5,1
PAP20200819-09,19.08.2020,Edge,5,Litopenaeus setiferus,8,0.5,1
PAP20200819-09,19.08.2020,Edge,5,Litopenaeus setiferus,9,0.5,1
PAP20200819-09,19.08.2020,Edge,5,Litopenaeus setiferus,8,0.4,1
PAP20200819-09,19.08.2020,Edge,5,Litopenaeus setiferus,7,0.3,1
PAP20200819-09,19.08.2020,Edge,5,Litopenaeus setiferus,7,0.3,1
PAP20200819-09,19.08.2020,Edge,5,Litopenaeus setiferus,8,0.5,1
PAP20200819-09,19.08.2020,Edge,5,Litopenaeus setiferus,9,0.3,1
PAP20200819-09,19.08.2020,Edge,5,Litopenaeus setiferus,6,0.2,1
PAP20200819-09,19.08.2020,Edge,5,Litopenaeus setiferus,7,0.2,1
PAP20200819-09,19.08.2020,Edge,5,Litopenaeus setiferus,7,0.3,1
PAP20200819-09,19.08.2020,Edge,5,Litopenaeus setiferus,8,0.3,1
PAP20200819-09,19.08.2020,Edge,5,Litopenaeus setiferus,7,0.3,1
PAP20200819-09,19.08.2020,Edge,5,Litopenaeus setiferus,6,0.2,1
PAP20200819-09,19.08.2020,Edge,5,Litopenaeus setiferus,6,0.2,1
PAP20200819-10,19.08.2020,Off,5,Litopenaeus setiferus,10,0.6,1
PAP20200819-10,19.08.2020,Off,5,Litopenaeus setiferus,7,0.2,1
PAP20200819-10,19.08.2020,Off,5,Litopenaeus setiferus,11,0.5,1
PAP20200819-10,19.08.2020,Off,5,Litopenaeus setiferus,10,0.7,1
PAP20200819-10,19.08.2020,Off,5,Litopenaeus setiferus,9,0.3,1
PAP20200819-10,19.08.2020,Off,5,Litopenaeus setiferus,7,0.3,1
PAP20200819-10,19.08.2020,Off,5,Litopenaeus setiferus,8,0.5,1
PAP20200819-10,19.08.2020,Off,5,Litopenaeus setiferus,8,0.4,1
PAP20200819-10,19.08.2020,Off,5,Litopenaeus setiferus,8,0.3,1
PAP20200819-10,19.08.2020,Off,5,Litopenaeus setiferus,7,0.2,1
PAP20200819-10,19.08.2020,Off,5,Litopenaeus setiferus,9,0.4,1
PAP20200819-10,19.08.2020,Off,5,Litopenaeus setiferus,7,0.2,1
PAP20200819-10,19.08.2020,Off,5,Litopenaeus setiferus,10,0.4,1
PAP20200819-10,19.08.2020,Off,5,Litopenaeus setiferus,9,0.4,1
PAP20200819-10,19.08.2020,Off,5,Litopenaeus setiferus,8,0.3,1
PAP20200819-10,19.08.2020,Off,5,Litopenaeus setiferus,9,0.3,1
PAP20200819-10,19.08.2020,Off,5,Litopenaeus setiferus,10,0.5,1
PAP20200819-10,19.08.2020,Off,5,Litopenaeus setiferus,7,0.3,1
PAP20200819-10,19.08.2020,Off,5,Litopenaeus setiferus,8,0.3,1
PAP20200819-10,19.08.2020,Off,5,Litopenaeus setiferus,9,0.5,1
PAP20200828-01,28.08.2020,Edge,1,Litopenaeus setiferus,7,0.3,1
PAP20200828-02,28.08.2020,Off,1,Litopenaeus setiferus,12,1.3,1
PAP20200828-02,28.08.2020,Off,1,Litopenaeus setiferus,10,0.9,1
PAP20200828-02,28.08.2020,Off,1,Litopenaeus setiferus,10,0.7,1
PAP20200828-02,28.08.2020,Off,1,Litopenaeus setiferus,8,0.4,1
PAP20200828-02,28.08.2020,Off,1,Litopenaeus setiferus,8,0.5,1
PAP20200828-02,28.08.2020,Off,1,Litopenaeus setiferus,10,0.6,1
PAP20200828-02,28.08.2020,Off,1,Litopenaeus setiferus,9,0.5,1
PAP20200828-03,28.08.2020,Edge,2,Litopenaeus setiferus,18,4.5,1
PAP20200828-03,28.08.2020,Edge,2,Litopenaeus setiferus,10,0.8,1
PAP20200828-03,28.08.2020,Edge,2,Litopenaeus setiferus,15,2.6,1
PAP20200828-03,28.08.2020,Edge,2,Litopenaeus setiferus,15,3.3,1
PAP20200828-03,28.08.2020,Edge,2,Litopenaeus setiferus,15,2.5,1
PAP20200828-03,28.08.2020,Edge,2,Litopenaeus setiferus,11,1.1,1
PAP20200828-03,28.08.2020,Edge,2,Litopenaeus setiferus,9,0.5,1
PAP20200828-03,28.08.2020,Edge,2,Litopenaeus setiferus,13,1.4,1
PAP20200828-03,28.08.2020,Edge,2,Litopenaeus setiferus,13,1.8,1
PAP20200828-03,28.08.2020,Edge,2,Litopenaeus setiferus,15,2.5,1
PAP20200828-03,28.08.2020,Edge,2,Litopenaeus setiferus,9,0.6,1
PAP20200828-03,28.08.2020,Edge,2,Litopenaeus setiferus,10,0.8,1
PAP20200828-03,28.08.2020,Edge,2,Litopenaeus setiferus,11,1.2,1
PAP20200828-03,28.08.2020,Edge,2,Litopenaeus setiferus,11,1.3,1
PAP20200828-03,28.08.2020,Edge,2,Litopenaeus setiferus,12,1.2,1
PAP20200828-03,28.08.2020,Edge,2,Litopenaeus setiferus,11,0.9,1
PAP20200828-03,28.08.2020,Edge,2,Litopenaeus setiferus,9,0.6,1
PAP20200828-03,28.08.2020,Edge,2,Litopenaeus setiferus,12,1.1,1
PAP20200828-03,28.08.2020,Edge,2,Litopenaeus setiferus,12,1.1,1
PAP20200828-03,28.08.2020,Edge,2,Litopenaeus setiferus,13,1.2,1
PAP20200828-04,28.08.2020,Off,2,Litopenaeus setiferus,10,0.6,1
PAP20200828-04,28.08.2020,Off,2,Litopenaeus setiferus,12,1.7,1
PAP20200828-04,28.08.2020,Off,2,Litopenaeus setiferus,8,0.6,1
PAP20200828-04,28.08.2020,Off,2,Litopenaeus setiferus,11,1.2,1
PAP20200828-04,28.08.2020,Off,2,Litopenaeus setiferus,10,0.8,1
PAP20200828-04,28.08.2020,Off,2,Litopenaeus setiferus,8,0.4,1
PAP20200828-04,28.08.2020,Off,2,Litopenaeus setiferus,8,0.7,1
PAP20200828-04,28.08.2020,Off,2,Litopenaeus setiferus,9,0.5,1
PAP20200828-04,28.08.2020,Off,2,Litopenaeus setiferus,9,0.6,1
PAP20200828-04,28.08.2020,Off,2,Litopenaeus setiferus,10,0.7,1
PAP20200828-04,28.08.2020,Off,2,Litopenaeus setiferus,8,0.5,1
PAP20200828-04,28.08.2020,Off,2,Litopenaeus setiferus,10,0.8,1
PAP20200828-04,28.08.2020,Off,2,Litopenaeus setiferus,10,1,1
PAP20200828-04,28.08.2020,Off,2,Litopenaeus setiferus,9,0.6,1
PAP20200828-04,28.08.2020,Off,2,Litopenaeus setiferus,11,0.8,1
PAP20200828-04,28.08.2020,Off,2,Litopenaeus setiferus,10,0.6,1
PAP20200828-04,28.08.2020,Off,2,Litopenaeus setiferus,10,1,1
PAP20200828-04,28.08.2020,Off,2,Litopenaeus setiferus,8,0.8,1
PAP20200828-04,28.08.2020,Off,2,Litopenaeus setiferus,13,1.5,1
PAP20200828-04,28.08.2020,Off,2,Litopenaeus setiferus,10,0.7,1
PAP20200828-05,28.08.2020,Edge,3,Litopenaeus setiferus,13,1.2,1
PAP20200828-05,28.08.2020,Edge,3,Litopenaeus setiferus,9,0.5,1
PAP20200828-05,28.08.2020,Edge,3,Litopenaeus setiferus,13,1.6,1
PAP20200828-05,28.08.2020,Edge,3,Litopenaeus setiferus,12,1.6,1
PAP20200828-05,28.08.2020,Edge,3,Litopenaeus setiferus,12,1.4,1
PAP20200828-05,28.08.2020,Edge,3,Litopenaeus setiferus,10,0.7,1
PAP20200828-05,28.08.2020,Edge,3,Litopenaeus setiferus,13,1.3,1
PAP20200828-05,28.08.2020,Edge,3,Litopenaeus setiferus,14,1.6,1
PAP20200828-05,28.08.2020,Edge,3,Litopenaeus setiferus,12,1.1,1
PAP20200828-05,28.08.2020,Edge,3,Litopenaeus setiferus,10,0.8,1
PAP20200828-05,28.08.2020,Edge,3,Litopenaeus setiferus,9,0.4,1
PAP20200828-05,28.08.2020,Edge,3,Litopenaeus setiferus,8,0.4,1
PAP20200828-05,28.08.2020,Edge,3,Litopenaeus setiferus,10,0.7,1
PAP20200828-05,28.08.2020,Edge,3,Litopenaeus setiferus,16,2.7,1
PAP20200828-05,28.08.2020,Edge,3,Litopenaeus setiferus,10,0.6,1
PAP20200828-05,28.08.2020,Edge,3,Litopenaeus setiferus,10,0.9,1
PAP20200828-05,28.08.2020,Edge,3,Litopenaeus setiferus,7,0.4,1
PAP20200828-05,28.08.2020,Edge,3,Litopenaeus setiferus,8,0.6,1
PAP20200828-05,28.08.2020,Edge,3,Litopenaeus setiferus,7,0.6,1
PAP20200828-05,28.08.2020,Edge,3,Litopenaeus setiferus,8,0.6,1
PAP20200828-06,28.08.2020,Off,3,Litopenaeus setiferus,12,0.8,1
PAP20200828-06,28.08.2020,Off,3,Litopenaeus setiferus,9,0.5,1
PAP20200828-06,28.08.2020,Off,3,Litopenaeus setiferus,12,0.7,1
PAP20200828-06,28.08.2020,Off,3,Litopenaeus setiferus,10,0.6,1
PAP20200828-06,28.08.2020,Off,3,Litopenaeus setiferus,8,0.5,1
PAP20200828-06,28.08.2020,Off,3,Litopenaeus setiferus,10,0.7,1
PAP20200828-06,28.08.2020,Off,3,Litopenaeus setiferus,12,0.8,1
PAP20200828-06,28.08.2020,Off,3,Litopenaeus setiferus,7,0.3,1
PAP20200828-06,28.08.2020,Off,3,Litopenaeus setiferus,10,0.5,1
PAP20200828-06,28.08.2020,Off,3,Litopenaeus setiferus,10,0.6,1
PAP20200828-06,28.08.2020,Off,3,Litopenaeus setiferus,11,0.6,1
PAP20200828-06,28.08.2020,Off,3,Litopenaeus setiferus,10,0.6,1
PAP20200828-06,28.08.2020,Off,3,Litopenaeus setiferus,10,0.7,1
PAP20200828-06,28.08.2020,Off,3,Litopenaeus setiferus,8,0.4,1
PAP20200828-06,28.08.2020,Off,3,Litopenaeus setiferus,8,0.4,1
PAP20200828-06,28.08.2020,Off,3,Litopenaeus setiferus,10,0.6,1
PAP20200828-06,28.08.2020,Off,3,Litopenaeus setiferus,7,0.3,1
PAP20200828-06,28.08.2020,Off,3,Litopenaeus setiferus,11,0.5,1
PAP20200828-06,28.08.2020,Off,3,Litopenaeus setiferus,10,0.5,1
PAP20200828-06,28.08.2020,Off,3,Litopenaeus setiferus,8,0.3,1
PAP20200828-07,28.08.2020,Edge,4,Litopenaeus setiferus,14,1.9,1
PAP20200828-07,28.08.2020,Edge,4,Litopenaeus setiferus,12,1.1,1
PAP20200828-07,28.08.2020,Edge,4,Litopenaeus setiferus,7,0.3,1
PAP20200828-07,28.08.2020,Edge,4,Litopenaeus setiferus,10,1.1,1
PAP20200828-07,28.08.2020,Edge,4,Litopenaeus setiferus,6,0.2,1
PAP20200828-07,28.08.2020,Edge,4,Litopenaeus setiferus,8,0.6,1
PAP20200828-07,28.08.2020,Edge,4,Litopenaeus setiferus,7,0.4,1
PAP20200828-07,28.08.2020,Edge,4,Litopenaeus setiferus,13,1.4,1
PAP20200828-07,28.08.2020,Edge,4,Litopenaeus setiferus,13,1.7,1
PAP20200828-07,28.08.2020,Edge,4,Litopenaeus setiferus,11,0.9,1
PAP20200828-07,28.08.2020,Edge,4,Litopenaeus setiferus,10,0.7,1
PAP20200828-07,28.08.2020,Edge,4,Litopenaeus setiferus,11,1.5,1
PAP20200828-07,28.08.2020,Edge,4,Litopenaeus setiferus,12,1.4,1
PAP20200828-07,28.08.2020,Edge,4,Litopenaeus setiferus,8,0.3,1
PAP20200828-07,28.08.2020,Edge,4,Litopenaeus setiferus,10,0.9,1
PAP20200828-07,28.08.2020,Edge,4,Litopenaeus setiferus,8,0.2,1
PAP20200828-07,28.08.2020,Edge,4,Litopenaeus setiferus,16,2,1
PAP20200828-07,28.08.2020,Edge,4,Litopenaeus setiferus,12,1.2,1
PAP20200828-07,28.08.2020,Edge,4,Litopenaeus setiferus,10,0.5,1
PAP20200828-07,28.08.2020,Edge,4,Litopenaeus setiferus,10,0.7,1
PAP20200828-08,28.08.2020,Off,4,Litopenaeus setiferus,10,0.7,1
PAP20200828-08,28.08.2020,Off,4,Litopenaeus setiferus,9,0.4,1
PAP20200828-08,28.08.2020,Off,4,Litopenaeus setiferus,8,0.4,1
PAP20200828-08,28.08.2020,Off,4,Litopenaeus setiferus,9,0.5,1
PAP20200828-09,28.08.2020,Edge,5,Litopenaeus setiferus,10,0.6,1
PAP20200828-09,28.08.2020,Edge,5,Litopenaeus setiferus,11,1,1
PAP20200828-09,28.08.2020,Edge,5,Litopenaeus setiferus,8,0.4,1
PAP20200828-09,28.08.2020,Edge,5,Litopenaeus setiferus,11,0.9,1
PAP20200828-09,28.08.2020,Edge,5,Litopenaeus setiferus,8,0.3,1
PAP20200828-09,28.08.2020,Edge,5,Litopenaeus setiferus,8,0.3,1
PAP20200828-09,28.08.2020,Edge,5,Litopenaeus setiferus,11,0.8,1
PAP20200828-09,28.08.2020,Edge,5,Litopenaeus setiferus,11,1.2,1
PAP20200828-09,28.08.2020,Edge,5,Litopenaeus setiferus,8,0.4,1
PAP20200828-09,28.08.2020,Edge,5,Litopenaeus setiferus,12,1.2,1
PAP20200828-09,28.08.2020,Edge,5,Litopenaeus setiferus,11,0.9,1
PAP20200828-09,28.08.2020,Edge,5,Litopenaeus setiferus,16,2.6,1
PAP20200828-09,28.08.2020,Edge,5,Litopenaeus setiferus,10,0.9,1
PAP20200828-09,28.08.2020,Edge,5,Litopenaeus setiferus,9,0.6,1
PAP20200828-09,28.08.2020,Edge,5,Litopenaeus setiferus,8,0.5,1
PAP20200828-09,28.08.2020,Edge,5,Litopenaeus setiferus,9,0.8,1
PAP20200828-09,28.08.2020,Edge,5,Litopenaeus setiferus,11,0.9,1
PAP20200828-09,28.08.2020,Edge,5,Litopenaeus setiferus,8,0.4,1
PAP20200828-09,28.08.2020,Edge,5,Litopenaeus setiferus,13,1.4,1
PAP20200828-09,28.08.2020,Edge,5,Litopenaeus setiferus,9,0.6,1
PAP20200828-10,28.08.2020,Off,5,Litopenaeus setiferus,12,1.6,1
PAP20200828-10,28.08.2020,Off,5,Litopenaeus setiferus,12,1.5,1
PAP20200828-10,28.08.2020,Off,5,Litopenaeus setiferus,14,1.9,1
PAP20200828-10,28.08.2020,Off,5,Litopenaeus setiferus,14,1.2,1
PAP20200828-10,28.08.2020,Off,5,Litopenaeus setiferus,10,1.2,1
PAP20200828-10,28.08.2020,Off,5,Litopenaeus setiferus,20,3.6,1
PAP20200828-10,28.08.2020,Off,5,Litopenaeus setiferus,17,1.4,1
PAP20200828-10,28.08.2020,Off,5,Litopenaeus setiferus,12,1.5,1
PAP20200828-10,28.08.2020,Off,5,Litopenaeus setiferus,11,1,1
PAP20200828-10,28.08.2020,Off,5,Litopenaeus setiferus,10,0.6,1
PAP20200828-10,28.08.2020,Off,5,Litopenaeus setiferus,9,0.5,1
PAP20200828-10,28.08.2020,Off,5,Litopenaeus setiferus,9,0.7,1
PAP20200828-10,28.08.2020,Off,5,Litopenaeus setiferus,14,1.6,1
PAP20200828-10,28.08.2020,Off,5,Litopenaeus setiferus,8,0.5,1
PAP20200828-10,28.08.2020,Off,5,Litopenaeus setiferus,13,1.3,1
PAP20200828-10,28.08.2020,Off,5,Litopenaeus setiferus,11,1.1,1
PAP20200828-10,28.08.2020,Off,5,Litopenaeus setiferus,11,1.2,1
PAP20200828-10,28.08.2020,Off,5,Litopenaeus setiferus,10,1,1
PAP20200828-10,28.08.2020,Off,5,Litopenaeus setiferus,10,1.1,1
PAP20200828-10,28.08.2020,Off,5,Litopenaeus setiferus,7,0.5,1
PAP20200903-01,03.09.2020,Edge,1,Litopenaeus setiferus,13,1.9,1
PAP20200903-01,03.09.2020,Edge,1,Litopenaeus setiferus,11,1.4,1
PAP20200903-01,03.09.2020,Edge,1,Litopenaeus setiferus,12,1.7,1
PAP20200903-01,03.09.2020,Edge,1,Litopenaeus setiferus,9,1,1
PAP20200903-01,03.09.2020,Edge,1,Litopenaeus setiferus,13,1.8,1
PAP20200903-01,03.09.2020,Edge,1,Litopenaeus setiferus,8,0.5,1
PAP20200903-01,03.09.2020,Edge,1,Litopenaeus setiferus,9,0.8,1
PAP20200903-03,03.09.2020,Edge,2,Litopenaeus setiferus,7,0.3,1
PAP20200903-03,03.09.2020,Edge,2,Litopenaeus setiferus,12,1.4,1
PAP20200903-03,03.09.2020,Edge,2,Litopenaeus setiferus,7,0.5,1
PAP20200903-03,03.09.2020,Edge,2,Litopenaeus setiferus,11,1,1
PAP20200903-03,03.09.2020,Edge,2,Litopenaeus setiferus,12,1.6,1
PAP20200903-03,03.09.2020,Edge,2,Litopenaeus setiferus,7,0.3,1
PAP20200903-03,03.09.2020,Edge,2,Litopenaeus setiferus,12,1.3,1
PAP20200903-03,03.09.2020,Edge,2,Litopenaeus setiferus,7,0.5,1
PAP20200903-03,03.09.2020,Edge,2,Litopenaeus setiferus,9,0.6,1
PAP20200903-03,03.09.2020,Edge,2,Litopenaeus setiferus,10,0.9,1
PAP20200903-03,03.09.2020,Edge,2,Litopenaeus setiferus,6,0.4,1
PAP20200903-03,03.09.2020,Edge,2,Litopenaeus setiferus,9,0.5,1
PAP20200903-03,03.09.2020,Edge,2,Litopenaeus setiferus,7,0.4,1
PAP20200903-04,03.09.2020,Off,2,Litopenaeus setiferus,10,1.7,1
PAP20200903-04,03.09.2020,Off,2,Litopenaeus setiferus,11,1.3,1
